,지점,도로명주소,latlon
692,숭실대점,서울 동작구 사당로 10,"(37.4879612, 126.9664481)"
693,남성역점,서울 동작구 사당로 228,"(37.4879612, 126.9664481)"
694,숭실대입구역점,서울 동작구 상도로 358,"(37.5041276, 126.9383467)"
695,대림성모점,서울 동작구 시흥대로 658,"(37.4904409, 126.9080396)"
696,상도역점,서울 동작구 양녕로 257,"(37.512797, 126.9550137)"
697,보라매역점,서울 동작구 여의대방로 142,"(37.5014098, 126.9208774)"
698,장승배기역점,서울 동작구 장승배기로11가길 11,"(0.0, 0.0)"
699,중앙대점,서울 동작구 흑석로 81,"(37.5075828, 126.9615342)"
700,합정카페거리점,서울 마포구 독막로 13,"(37.5488523, 126.9150079)"
701,합정역점,서울 마포구 독막로 2,"(37.5491451, 126.9146237)"
702,동교동점,서울 마포구 동교로 207,"(37.5527423, 126.9052199)"
703,공덕파크팰리스점,서울 마포구 마포대로 143,"(0.0, 0.0)"
704,애오개역점,서울 마포구 마포대로 201,"(0.0, 0.0)"
705,마포역점,서울 마포구 마포대로 53,"(0.0, 0.0)"
706,망원동점,서울 마포구 망원로 71,"(37.5572687, 126.9018788)"
707,공덕역점,서울 마포구 백범로 199,"(37.54353115, 126.9527847)"
708,서강대점,서울 마포구 백범로 21,"(37.5469645, 126.9440979)"
709,대흥역점,서울 마포구 백범로 91,"(37.54823735, 126.9417772)"
710,마포도화점,서울 마포구 삼개로 20,"(37.5403879, 126.9470261)"
711,상암ENM점,서울 마포구 상암산로 66,"(0.0, 0.0)"
712,신촌로터리점,서울 마포구 서강로 133,"(37.5523822, 126.9330611)"
713,상암MBC점,서울 마포구 성암로 267,"(0.0, 0.0)"
714,홍대타운,서울 마포구 양화로 156,"(0.0, 0.0)"
715,홍대역점,서울 마포구 양화로 161,"(37.5572088, 126.9241038)"
716,홍대공항철도역점,서울 마포구 양화로 183,"(37.5572088, 126.9241038)"
717,합정메세나폴리스점,서울 마포구 양화로 45,"(37.5502395, 126.9139625)"
718,홍대중앙점,서울 마포구 어울마당로 68,"(0.0, 0.0)"
719,상수역점,서울 마포구 와우산로 49,"(0.0, 0.0)"
720,마포구청역점,서울 마포구 월드컵로 196,"(37.5596169, 126.9069064)"
721,홈플러스월드컵점,서울 마포구 월드컵로 240,"(37.5596169, 126.9069064)"
722,망원역점,서울 마포구 월드컵로 74,"(37.5558081, 126.9106433)"
723,합정교보점,서울 마포구 월드컵로1길 14,"(37.5492217, 126.9119938)"
724,서교동점,서울 마포구 월드컵북로 9-1,"(37.5593901, 126.9170815)"
725,상암푸르지오시티점,서울 마포구 월드컵북로54길 25,"(37.5813028, 126.889349)"
726,홍대정문점,서울 마포구 홍익로 4,"(37.55365025, 126.9229445)"
727,가재울뉴타운점,서울 서대문구 가재울미래로 2,"(0.0, 0.0)"
728,북가좌동점,서울 서대문구 거북골로 191,"(37.5792344, 126.907672)"
729,명지대점,서울 서대문구 거북골로 25-1,"(37.5792344, 126.907672)"
730,신촌명물거리점,서울 서대문구 명물길 54,"(37.5586472, 126.93887)"
731,신촌대로점,서울 서대문구 신촌로 121,"(37.5553748, 126.9375073)"
732,창천점,서울 서대문구 신촌로 17,"(37.5553748, 126.9375073)"
733,신촌역점,서울 서대문구 신촌로 79,"(37.5553748, 126.9375073)"
734,아현역점,서울 서대문구 신촌로35길 10,"(37.5580649, 126.9554001)"
735,신촌타운점,서울 서대문구 연세로 10,"(37.5573024, 126.9369343)"
736,신촌연세점,서울 서대문구 연세로 37,"(37.5600431, 126.9369239)"
737,연희점,서울 서대문구 연희로 79,"(37.5738203, 126.9343253)"
738,이대중앙점,서울 서대문구 이화여대7길 8,"(37.5584777, 126.9434356)"
739,홍제역점,서울 서대문구 통일로 446,"(37.57527, 126.95692)"
740,양재대로점,서울 서초구 강남대로 267,"(37.5006739, 127.0261458)"
741,강남,플래그십 서울 서초구 강남대로,"(0.0, 0.0)"
742,신논현점,서울 서초구 강남대로 507,"(37.5006739, 127.0261458)"
743,오쇼핑점,서울 서초구 과천대로 870-13,"(0.0, 0.0)"
744,양재점,서울 서초구 남부순환로 2606,"(37.4738296, 126.9935686)"
745,방배이수점,서울 서초구 동작대로 118,"(37.4983322, 126.9844741)"
746,서초역점,서울 서초구 반포대로 110,"(37.5033022, 127.0026156)"
747,내방역점,서울 서초구 방배로 184,"(37.4843821, 126.9957527)"
748,방배점,서울 서초구 방배로 83,"(37.4843821, 126.9957527)"
749,방배카페거리점,서울 서초구 방배중앙로 175,"(37.4884738, 126.9882835)"
750,서래마을점,서울 서초구 서래로 39,"(37.49739, 126.99831)"
751,서초대로점,서울 서초구 서초대로 314,"(0.0, 0.0)"
752,강남역사거리점,서울 서초구 서초대로77길 3,"(37.49805275, 127.0264464)"
753,서초타운점,서울 서초구 서초대로78길 32,"(37.4975349, 127.0269768)"
754,삼호가든사거리점,서울 서초구 서초중앙로 239,"(37.5042348, 127.0106154)"
755,교대점,서울 서초구 서초중앙로 95,"(37.5042348, 127.0106154)"
756,서초유원점,서울 서초구 서초중앙로24길 35,"(37.4954887, 127.018228)"
757,강남엔터식스점,서울 서초구 신반포로 지하,"(0.0, 0.0)"
758,NC강남점,서울 서초구 잠원로 51,"(37.5205209, 127.0154916)"
759,양재하나로클럽점,서울 서초구 청계산로 10,"(37.4614736, 127.0460852)"
760,남부터미널점,서울 서초구 효령로 283,"(0.0, 0.0)"
761,금호점,서울 성동구 독서당로 302,"(37.54662, 127.0189015)"
762,한양대점,서울 성동구 마조로 11,"(37.5576658, 127.0407557)"
763,황학사거리점,서울 성동구 상왕십리동 816,"(0.0, 0.0)"
764,성동성수점,서울 성동구 성수일로6길 47,"(37.5447934, 127.0531656)"
765,성수역점,서울 성동구 아차산로 91,"(37.5436308, 127.0589921)"
766,왕십리엔터식스점,서울 성동구 왕십리광장로 17,"(37.5618981, 127.0382167)"
767,왕십리역점,서울 성동구 왕십리로 331,"(0.0, 0.0)"
768,상왕십리역점,서울 성동구 왕십리로 382,"(37.5650266, 127.0279138)"
769,서울숲역점,서울 성동구 왕십리로 50,"(37.5612735, 127.0353846)"
770,롯데마트행당역점,서울 성동구 행당로 84,"(0.0, 0.0)"
771,안암점,서울 성북구 고려대로24길 8,"(37.5836161, 127.0291569)"
772,길음점,서울 성북구 길음로 33,"(0.0, 0.0)"
773,돈암중앙점,서울 성북구 동소문로 118,"(37.5933266, 127.0181758)"
774,한성대역점,서울 성북구 동소문로 18-1,"(0.0, 0.0)"
775,돈암점,서울 성북구 동소문로22길 39,"(37.5898438, 127.0189176)"
776,정릉점,서울 성북구 보국문로 38,"(37.6121881, 127.0081801)"
777,성신여대입구역점,서울 성북구 아리랑로 9,"(37.5937305, 127.0159792)"
778,하월곡점,서울 성북구 월계로 52,"(37.6114686, 127.0355676)"
779,길음역점,서울 성북구 정릉로 376,"(0.0, 0.0)"
780,종암점,서울 성북구 종암로 123,"(37.6010142, 127.0331664)"
781,홈플러스월곡점,서울 성북구 화랑로 76,"(37.6018264, 127.0404642)"
782,동덕여대점,서울 성북구 화랑로11길 31,"(37.6033584, 127.0417989)"
783,방이역점,서울 송파구 마천로 41,"(37.4950322, 127.1506214)"
784,배명사거리점,서울 송파구 백제고분로 276,"(0.0, 0.0)"
785,석촌역점,서울 송파구 백제고분로 387,"(37.5054383, 127.1074163)"
786,방이시장점,서울 송파구 백제고분로 464,"(37.5054383, 127.1074163)"
787,송파아이파크점,서울 송파구 법원로 55,"(37.47986545, 127.12167)"
788,잠실학원사거리점,서울 송파구 130,"(37.5144416, 127.083925)"
789,석촌호수로점,서울 송파구 88,"(37.5178571, 127.091412)"
790,문정역점,서울 송파구 송파대로 167,"(0.0, 0.0)"
791,올림픽아파트점,서울 송파구 양재대로 1222,"(0.0, 0.0)"
792,개롱역점,서울 송파구 오금로 412,"(37.5052279, 127.1229241)"
793,거여역점,서울 송파구 오금로 512,"(37.5052279, 127.1229241)"
794,송파구청점,서울 송파구 오금로 87,"(37.5145854, 127.1074697)"
795,신천점,서울 송파구 올림픽로 116-1,"(0.0, 0.0)"
796,롯데월드점,서울 송파구 올림픽로 240,"(37.51110405, 127.0982333)"
797,잠실점,서울 송파구 올림픽로 269,"(37.5107105, 127.0709259)"
798,잠실역8호선점,서울 송파구 올림픽로 305,"(0.0, 0.0)"
799,홈플러스잠실점,서울 송파구 올림픽로35가길 16,"(37.5167037, 127.1032995)"
800,잠실장미상가점,서울 송파구 올림픽로35길 124,"(0.0, 0.0)"
801,위례아이파크점,서울 송파구 위례광장로 136,"(37.475947, 127.1422591)"
802,가락시장역점,서울 송파구 중대로 105,"(0.0, 0.0)"
803,롯데마트송파점,서울 송파구 중대로 80,"(37.4917455, 127.1177801)"
804,장지역점,서울 송파구 충민로 66,"(37.4775778, 127.1249983)"
805,양천구청점,서울 양천구 목동동로 73,"(37.51983, 126.87042)"
806,목동역점,서울 양천구 목동로 203,"(37.512559, 126.8704703)"
807,목동,타운 서울 양천구 목동서로,"(0.0, 0.0)"
808,등촌점,서울 양천구 목동중앙북로7길 20,"(37.5487504, 126.8676064)"
809,신정점,서울 양천구 신월로 349,"(37.5137896, 126.8269819)"
810,신정이펜하우스점,서울 양천구 신정이펜2로 14,"(37.5141099, 126.8313378)"
811,목동하이페리온점,서울 양천구 오목로 300,"(37.5221749, 126.8446016)"
812,오목교역점,서울 양천구 오목로 344,"(0.0, 0.0)"
813,신정네거리역점,서울 양천구 중앙로 252,"(37.5197122, 126.8531251)"
814,양천신월점,서울 양천구 지양로 78,"(37.5184164, 126.8374939)"
815,영등포역사점,서울 영등포구 경인로 846,"(37.5156447, 126.9076335)"
816,영등포역점,서울 영등포구 경인로 847,"(37.5200082, 126.9145774)"
817,여의도IFC몰점,서울 영등포구 국제금융로 10,"(0.0, 0.0)"
818,여의도IFC점,서울 영등포구 국제금융로 10,"(0.0, 0.0)"
819,서여의도점,서울 영등포구 국회대로70길 15-1,"(0.0, 0.0)"
820,당산역점,서울 영등포구 당산로 223,"(37.5280028, 126.8972286)"
821,홈플러스영등포점,서울 영등포구 당산로 42,"(0.0, 0.0)"
822,문래점,서울 영등포구 선유로 63,"(37.5257616, 126.8909061)"
823,선유도역점,서울 영등포구 양평로 127,"(37.534826, 126.9000655)"
824,여의도역점,서울 영등포구 여의나루로 61,"(0.0, 0.0)"
825,신길점,서울 영등포구 영등포로 358,"(0.0, 0.0)"
826,대방역점,서울 영등포구 영등포로 422,"(37.5124288, 126.9248446)"
827,홈플러스영등포점,서울 영등포구 영신로 83,"(37.5313264, 126.9050554)"
828,영등포역남부점,서울 영등포구 영신로19길 23,"(37.5141752, 126.9065258)"
829,타임스퀘어신세계점,서울 영등포구 영중로 15,"(37.5186326, 126.9055154)"
830,타임스퀘어아트리움점,서울 영등포구 영중로 15,"(0.0, 0.0)"
831,국회의사당역점,서울 영등포구 의사당대로 26,"(37.5242788, 126.9219406)"
832,동여의도점,서울 영등포구 의사당대로1길 25,"(37.5192603, 126.929021)"
833,서울타워점,서울 용산구 남산공원길 105,"(37.5512474, 126.9882642)"
834,순천향입구점,서울 용산구 대사관로 71,"(37.5332047, 127.0069092)"
835,한남오거리점,서울 용산구 독서당로 65-1,"(37.5311476, 127.0077012)"
836,용산리첸시아점,서울 용산구 백범로 341,"(0.0, 0.0)"
837,동부이촌점,서울 용산구 이촌로75길 16,"(0.0, 0.0)"
838,이태원입구점,서울 용산구 이태원로 145,"(37.5345898, 126.9899077)"
839,이태원,타운 서울 용산구 이태원로,"(0.0, 0.0)"
840,숙대점,서울 용산구 청파로45길 19,"(0.0, 0.0)"
841,숙대입구역점,서울 용산구 한강대로 285,"(37.5447751, 126.9719446)"
842,트윈시티점,서울 용산구 한강대로 366,"(37.5447751, 126.9719446)"
843,신용산역점,서울 용산구 한강대로 95,"(0.0, 0.0)"
844,용산아이파크몰점,서울 용산구 한강대로23길 55,"(0.0, 0.0)"
845,NC불광점,서울 은평구 불광로 20,"(37.61921, 126.93248)"
846,구산역점,서울 은평구 서오릉로 137,"(37.6111867, 126.9173589)"
847,연신내로데오점,서울 은평구 연서로 221,"(37.6411462, 126.9377275)"
848,은평구청점,서울 은평구 은평로 194,"(37.599088, 126.9159238)"
849,응암점,서울 은평구 은평로 97,"(0.0, 0.0)"
850,응암오거리점,서울 은평구 응암로 180,"(37.6010222, 126.9224129)"
851,응암역점,서울 은평구 증산로 475,"(37.5986384, 126.9154135)"
852,구파발역점,서울 은평구 진관2로 12,"(37.634362, 126.9184124)"
853,구파발점,서울 은평구 진관3로 11,"(0.0, 0.0)"
854,불광역점,서울 은평구 통일로 736,"(37.6410264, 126.9159825)"
855,연신내범서점,서울 은평구 통일로 842,"(37.61866835, 126.9220314)"
856,연신내점,서울 은평구 통일로 857,"(37.6410264, 126.9159825)"
857,혜화역점,서울 종로구 대학로 122,"(0.0, 0.0)"
858,대학로중앙점,서울 종로구 대학로 144,"(37.5709762, 127.0019432)"
859,홍대대학로점,서울 종로구 대학로 57,"(0.0, 0.0)"
860,세종로점,서울 종로구 세종대로 161,"(37.5731253, 126.9772581)"
861,독립문점,서울 종로구 송월길 99,"(0.0, 0.0)"
862,안국점,서울 종로구 율곡로 45,"(37.5762657, 126.9843372)"
863,종로YBM점,서울 종로구 종로 104,"(37.5710156, 127.005044)"
864,종로1가점,서울 종로구 종로 19,"(0.0, 0.0)"
865,종각점,서울 종로구 종로 61,"(37.568934, 126.9838969)"
866,종로2가점,서울 종로구 종로12길 21,"(0.0, 0.0)"
867,동묘앞역점,서울 종로구 지봉로 37-1,"(37.5795738, 127.0152701)"
868,종로평창점,서울 종로구 평창11길 8,"(37.6066841, 126.9662537)"
869,소공점,서울 중구 남대문로7길 16,"(0.0, 0.0)"
870,청구역점,서울 중구 다산로 168,"(0.0, 0.0)"
871,신당역점,서울 중구 다산로 258,"(37.5507793, 127.0076435)"
872,약수역점,서울 중구 189,"(37.5636559, 126.9975097)"
873,제일제당센터점,서울 중구 330 지하,"(37.5609592, 126.977789)"
874,만리동점,서울 중구 만리동2가 231-41,"(0.0, 0.0)"
875,을지로입구역점,서울 중구 명동3길 36,"(37.56531255, 126.9837007)"
876,명동중앙점,서울 중구 명동길 26,"(0.0, 0.0)"
877,명동플래그십,서울 중구 명동길 53,"(37.5641193, 126.9851661)"
878,정동점,서울 중구 새문안로 26,"(37.567575, 126.968499)"
879,시청역점,서울 중구 세종대로16길 1,"(37.5635294, 126.9770854)"
880,대한통운본사점,서울 중구 세종대로9길 53,"(37.5612806, 126.9735211)"
881,씨제이남산더센터점,서울 중구 소월로2길 12,"(0.0, 0.0)"
882,동대문역사문화공원역점,서울 중구 장충단로 251,"(37.5549686, 127.0035361)"
883,두타점,서울 중구 장충단로 275,"(0.0, 0.0)"
884,명동대로점,서울 중구 퇴계로 120,"(37.5596957, 126.9809292)"
885,명동역점,서울 중구 퇴계로 127,"(37.5596957, 126.9809292)"
886,충무로역점,서울 중구 퇴계로 222,"(0.0, 0.0)"
887,서울스퀘어점,서울 중구 한강대로 416,"(37.55547125, 126.9737278)"
888,중화역점,서울 중랑구 동일로 802,"(37.5986537, 127.0798699)"
889,상봉역점,서울 중랑구 망우로 302-1,"(37.5962942, 127.086155)"
890,중랑점,서울 중랑구 망우로32길 6,"(37.59356325, 127.0763382)"
891,사가정역점,서울 중랑구 면목로 310,"(0.0, 0.0)"
892,상봉듀오트리스점,서울 중랑구 상봉로 131,"(37.5981526, 127.0926979)"
893,홈플러스신내점,서울 중랑구 신내로 201,"(37.61598855, 127.0936005)"
894,신내점,서울 중랑구 신내로 72,"(37.6000642, 127.0970247)"
895,세종대평점,"세종특별자치시 대평로 71 110,","(36.4697954, 127.2822291)"
896,세종몰리브점,세종특별자치시 도움1로 108 몰리브상가,"(0.0, 0.0)"
897,세종아름점,세종특별자치시 보듬3로 100 해피라움,"(0.0, 0.0)"
898,세종새롬점,세종특별자치시 새롬중앙로 63,"(36.48654475, 127.2502115)"
899,홈플러스세종점,세종특별자치시 절재로 154,"(36.50736905, 127.2588282)"
900,조치원점,세종특별자치시 조치원읍 조치원로 5,"(36.6024096, 127.3022768)"
901,세종소담점,세종특별자치시 한누리대로 2022 세종아이콤,"(0.0, 0.0)"
902,AK세종점,세종특별자치시 한누리대로 411,"(36.50114005, 127.2588264)"
903,세종도담점,세종특별자치시 한누리대로 583,"(36.4880455, 127.3019606)"
904,인천강화점,인천 강화군 강화읍 강화대로,"(37.73621, 126.5188228)"
905,계산삼거리점,인천 계양구 경명대로 1048,"(37.5429301, 126.7362527)"
906,계산역점,인천 계양구 경명대로 1077,"(37.5429301, 126.7362527)"
907,계양구청점,인천 계양구 계산새로 93,"(37.5374438, 126.7286998)"
908,홈플러스작전점,인천 계양구 계양대로 27,"(37.5239633, 126.7221524)"
909,작전점,인천 계양구 계양대로 65,"(37.5239633, 126.7221524)"
910,계양점,인천 계양구 오조산로 3,"(37.5305242, 126.7381567)"
911,롯데마트계양점,인천 계양구 장제로 822,"(37.558705, 126.7456528)"
912,임학역점,인천 계양구 장제로 867,"(37.558705, 126.7456528)"
913,홈플러스간석점,인천 남동구 경원대로 971,"(37.4659143, 126.6900448)"
914,인천길병원점,인천 남동구 구월남로 174,"(37.4529046, 126.709851)"
915,인천모래내점,인천 남동구 구월로 274,"(37.456638, 126.7117892)"
916,인천논현역점,인천 남동구 논고개로 117,"(37.416058, 126.7271037)"
917,인천라피에스타점,인천 남동구 논고개로 61,"(37.416058, 126.7271037)"
918,만수향촌점,인천 남동구 만수서로 62,"(37.4616623, 126.7314762)"
919,인천서창점,인천 남동구 서창남로 51,"(37.4258703, 126.748741)"
920,간석역점,인천 남동구 석산로 17,"(37.4613135, 126.6973432)"
921,구월타운,인천 남동구 예술로 126,"(37.4521945, 126.7014598)"
922,인천구월로데오점,인천 남동구 인하로 497-8,"(37.4429377, 126.714789)"
923,구월아시아드점,인천 남동구 인하로 556,"(37.4430677, 126.7046237)"
924,인천만수점,인천 남동구 장승남로 48,"(37.4432155, 126.7376925)"
925,홈플러스인천논현점,인천 남동구 청능대로 596,"(37.4009901, 126.7235759)"
926,홈플러스인하점,인천 미추홀구 소성로 6,"(37.4482704, 126.6505383)"
927,인천앨리웨이점,인천 미추홀구 숙골로87번길 5,"(0.0, 0.0)"
928,주안역점,인천 미추홀구 염창로 58,"(0.0, 0.0)"
929,인하대점,인천 미추홀구 인하로 81,"(37.4484637, 126.6735005)"
930,2001아울렛부평점,인천 부평구 경원대로 1277,"(37.4910286, 126.7293174)"
931,부평북부점,인천 부평구 경원대로 1401,"(37.4910286, 126.7293174)"
932,부평역남부점,인천 부평구 경인로 947,"(37.4875453, 126.7232588)"
933,부평역점,인천 부평구 광장로 16,"(0.0, 0.0)"
934,롯데마트삼산점,인천 부평구 길주로 623,"(0.0, 0.0)"
935,동암역점,인천 부평구 동암광장로4번길 3,"(0.0, 0.0)"
936,롯데마트부평점,인천 부평구 마장로 296,"(37.4862777, 126.7078111)"
937,부평아이즈빌점,인천 부평구 마장로 489,"(0.0, 0.0)"
938,부평대로점,인천 부평구 부평대로 15,"(0.0, 0.0)"
939,부평점,인천 부평구 부평대로20번길 17-1,"(37.493151, 126.7237541)"
940,부평삼산점,인천 부평구 체육관로 14,"(0.0, 0.0)"
941,인천석남점,인천 서구 가정로 201-1,"(37.5029314, 126.671848)"
942,인천신현점,인천 서구 가정로 370,"(37.5177954, 126.6731912)"
943,검단사거리점,인천 서구 검단로 480,"(37.6018014, 126.6576142)"
944,인천불로동점,인천 서구 검단로 747,"(37.6105475, 126.6740836)"
945,인천검암점,인천 서구 승학로 491,"(37.5654868, 126.6740331)"
946,검단신도시점,인천 서구 완정로 14,"(37.6044597, 126.647997)"
947,인천원당점,인천 서구 원당대로 854,"(37.5895714, 126.6486084)"
948,인천가좌점,인천 서구 원적로 103,"(37.4956553, 126.6826973)"
949,홈플러스인천청라점,인천 서구 중봉대로 587,"(37.5323805, 126.6487292)"
950,인천청라점,인천 서구 중봉대로586번길 22,"(37.5308937, 126.6515852)"
951,청라타워돔점,인천 서구 중봉대로612번길 10-17,"(37.5339127, 126.6520586)"
952,청라스퀘어세븐점,인천 서구 청라루비로 76,"(0.0, 0.0)"
953,청라커낼에비뉴점,인천 서구 청라에메랄드로 79,"(0.0, 0.0)"
954,인천서구청점,인천 서구 탁옥로 57,"(37.5438931, 126.6752828)"
955,연수구청점,인천 연수구 먼우금로 190,"(37.4228183, 126.6825676)"
956,송도센트럴파크점,인천 연수구 센트럴로 160,"(37.392911, 126.6420625)"
957,송도트리플스트리트점,인천 연수구 송도과학로16번길 33-2,"(0.0, 0.0)"
958,송도글로벌점,인천 연수구 송도과학로16번길 33-4,"(0.0, 0.0)"
959,현대프리미엄아울렛송도점,인천 연수구 송도국제대로 123,"(37.3816513, 126.6573191)"
960,홈플러스송도점,인천 연수구 송도국제대로 165,"(37.3801683, 126.6564125)"
961,인천연수점,인천 연수구 앵고개로 250,"(37.4086938, 126.6469875)"
962,인천스퀘어원점,인천 연수구 청능대로 210,"(37.4177611, 126.6697834)"
963,송도점,인천 연수구 해돋이로120번길 23,"(0.0, 0.0)"
964,인천신포점,인천 중구 개항로 32-1,"(37.4719623, 126.6323022)"
965,인천공항제1여객터미널점,인천 중구 공항로 272,"(37.4634593, 126.4417093)"
966,운서역점,인천 중구 신도시남로142번길 6,"(0.0, 0.0)"
967,인천공항제2여객터미널점,인천 중구 운서동 2868,"(37.48447, 126.48626)"
968,영종하늘도시점,인천 중구 하늘별빛로65번길 11,"(37.4894651, 126.5624215)"
969,광양중마점,전남 광양시 공영로 67,"(34.9358178, 127.6981205)"
970,광양LF스퀘어점,전남 광양시 광양읍 순광로,"(34.9618735, 127.5653908)"
971,몰오브광양점,전남 광양시 26,"(34.9355581, 127.7231614)"
972,홈플러스광양점,전남 광양시 항만11로 70,"(34.9283213, 127.6940807)"
973,나주터미널점,전남 나주시 나주로 187,"(35.0237196, 126.7159384)"
974,나주혁신도시점,전남 나주시 빛가람로 676,"(0.0, 0.0)"
975,나주빛가람점,전남 나주시 빛가람로 727,"(35.02162655, 126.7913376)"
976,목포하당점,전남 목포시 비파로51번길 13,"(0.0, 0.0)"
977,목포터미널점,전남 목포시 영산로 525,"(34.81255675, 126.4177895)"
978,목포역점,전남 목포시 영산로75번길 21,"(34.7908532, 126.3842112)"
979,목포옥암점,전남 목포시 옥암로 95,"(34.8045892, 126.4285953)"
980,목포북항점,전남 목포시 원산중앙로 7,"(34.807246, 126.3741001)"
981,목포평화광장점,전남 목포시 원형로 34,"(34.79843406, 126.4325381)"
982,목포용해점,전남 목포시 포미로 11,"(34.81701938, 126.3975667)"
983,남악신도시점,전남 무안군 삼향읍 남악3로,"(34.8125942, 126.459802)"
984,남악전남도청점,전남 무안군 삼향읍 남악3로82번길,"(34.81275209, 126.4617191)"
985,홈플러스순천점,전남 순천시 신월큰길 10,"(34.9607463, 127.5163495)"
986,순천연향점,전남 순천시 연향번영길 141,"(34.9468196, 127.5179002)"
987,순천오천지구점,전남 순천시 오천6길 20,"(34.93360316, 127.4944775)"
988,순천호수공원점,전남 순천시 왕지2길 25-4,"(34.96780602, 127.5222724)"
989,순천조례중앙점,전남 순천시 이수로 321,"(34.9533683, 127.5179215)"
990,홈플러스순천풍덕점,전남 순천시 팔마로 222,"(34.945685, 127.5019589)"
991,순천신대지구점,전남 순천시 해룡면 향매로,"(34.93397642, 127.5481351)"
992,순천중앙점,전남 순천시 황금1길 16,"(34.95467779, 127.484773)"
993,여수여천점,전남 여수시 망마로 47,"(34.7591213, 127.6682841)"
994,여수웅천점,전남 여수시 신월로 96,"(34.7559134, 127.6747913)"
995,여수여서점,전남 여수시 여서1로 75,"(34.7540526, 127.7088856)"
996,여수웅천마리나점,전남 여수시 예울마루로 35-14,"(34.74923595, 127.6654659)"
997,여수해양공원점,전남 여수시 이순신광장로 173-3,"(34.7389904, 127.74461)"
998,여수교동점,전남 여수시 진남상가길 45-1,"(34.7415255, 127.7348939)"
999,전남영광점,전남 영광군 영광읍 중앙로,"(35.282057, 126.5132236)"
1000,전남해남점,전남 해남군 해남읍 중앙1로,"(34.5746101, 126.5910415)"
1001,화순점,전남 화순군 화순읍 중앙로,"(35.0603695, 126.9946368)"
1002,군산조촌점,전북 군산시 궁포1로 24-9,"(35.97620803, 126.7403505)"
1003,군산나운점,전북 군산시 나운2길 38,"(35.96467571, 126.7035782)"
1004,군산신송사거리점,전북 군산시 수송로 192,"(35.964085, 126.7228397)"
1005,군산수송점,전북 군산시 월명로 248,"(35.9809314, 126.7140367)"
1006,군산대점,전북 군산시 황룡로 12,"(35.94541676, 126.6867204)"
1007,전북김제점,전북 김제시 동서로 240,"(35.7913467, 126.8762675)"
1008,남원하정점,전북 남원시 남문로 447,"(35.4037853, 127.3426093)"
1009,남원도통점,전북 남원시 용성로 232,"(35.41784642, 127.3971189)"
1010,전북부안점,전북 부안군 부안읍 번영로,"(35.7264052, 126.7365175)"
1011,전북완주점,전북 완주군 봉동읍 완주산단9로,"(35.9617369, 127.1168023)"
1012,익산고현로점,전북 익산시 고현로 91,"(35.94528911, 126.9431445)"
1013,원광대점,전북 익산시 동서로19길 84,"(35.96142783, 126.9581382)"
1014,익산영등점,전북 익산시 무왕로 1072-1,"(35.930644, 126.9182595)"
1015,익산모현점,전북 익산시 선화로3길 31-11,"(35.94773653, 126.95264)"
1016,전주터미널점,전북 전주시 덕진구 가리내로,"(35.8337964, 127.1344231)"
1017,전주인후점,전북 전주시 덕진구 건산로,"(35.8364087, 127.169322)"
1018,전주혁신도시점,전북 전주시 덕진구 기지로,"(35.83882525, 127.0591821)"
1019,전북대점,전북 전주시 덕진구 명륜4길,"(35.8429639, 127.1266253)"
1020,전주에코시티점,전북 전주시 덕진구 세병로,"(35.8736124, 127.1280392)"
1021,전주송천점,전북 전주시 덕진구 솔내로,"(35.8656486, 127.127185)"
1022,전주안골사거리점,전북 전주시 덕진구 안덕원로,"(35.8396121, 127.1679939)"
1023,전주서신동점,전북 전주시 완산구 당산로,"(35.8321721, 127.1191616)"
1024,전주서부효자점,전북 전주시 완산구 바우배기2길,"(35.81697956, 127.1028853)"
1025,전주대점,전북 전주시 완산구 백마산길,"(35.8181753, 127.0860735)"
1026,전주중화산점,전북 전주시 완산구 백제대로,"(35.823227, 127.1228863)"
1027,전주서신점,전북 전주시 완산구 서신로,"(35.8312346, 127.1157691)"
1028,전주평화점,전북 전주시 완산구 소대배기로,"(35.7872126, 127.1316616)"
1029,전주삼천점,전북 전주시 완산구 용리로,"(35.79853085, 127.1149927)"
1030,홈플러스전주효자점,전북 전주시 완산구 용머리로,"(35.8076031, 127.1320827)"
1031,전주타운,전북 전주시 완산구 전주객사5길,"(35.8214521, 127.1445492)"
1032,전주엔씨웨이브점,전북 전주시 완산구 전주객사5길,"(35.81971508, 127.1451835)"
1033,전주서부센터점,전북 전주시 완산구 홍산남로,"(35.81563602, 127.1070951)"
1034,전주서부신시가지점,전북 전주시 완산구 홍산중앙로,"(35.81727404, 127.1088969)"
1035,정읍수성점,전북 정읍시 중앙로 129,"(35.56666171, 126.8528167)"
1036,정읍상동점,전북 정읍시 충정로 58,"(35.58279, 126.8307249)"
1037,서귀포강정지구점,제주특별자치도 서귀포시 대청로 37,"(33.25269908, 126.5037717)"
1038,서귀포광장점,제주특별자치도 서귀포시 일주동로 8666,"(33.2542384, 126.5628684)"
1039,제주중문점,제주특별자치도 서귀포시 중문관광로110번길 32,"(33.2510431, 126.4128487)"
1040,제주서귀포점,제주특별자치도 서귀포시 중정로61번길 4,"(33.248136, 126.5632215)"
1041,제주노형점,제주특별자치도 제주시 1100로 3308,"(33.3891231, 126.4877217)"
1042,제주삼화점,제주특별자치도 제주시 건주로 37,"(33.5150026, 126.5807043)"
